chrom	start	end	value
chr15	67459810	67460009	0.501463
chr15	67460009	67460626	0.50153
chr15	67460626	67460757	0.452048
chr15	67460757	67461311	0.151921
chr15	67461311	67463391	0.37837
chr15	67463391	67464013	0.806741
chr15	67464013	67465320	1.04775
chr15	67465320	67465363	1.19092
chr15	67465363	67465566	1.38413
chr15	67465566	67465665	1.67551
chr15	67465665	67466602	1.68903
chr15	67466602	67466879	1.71015
chr15	67466879	67467507	1.9575
chr15	67467507	67467541	2.14844
chr15	67467541	67467829	18.2786
chr15	67467829	67467830	28.7619
chr15	67467830	67468285	67.938
chr15	67468285	67469335	29.5406
chr15	67469335	67469568	2.88669
chr15	67469568	67472185	1.53827
chr15	67472185	67476318	1.38987
chr15	67476318	67476768	1.37743
chr15	67476768	67478125	1.45397
chr15	67478125	67479051	1.48844
chr15	67479051	67480969	1.50156
chr15	67480969	67481248	1.49836
chr15	67481248	67481492	1.47155
chr15	67481492	67482003	1.9837
chr15	67482003	67482368	2.17804
chr15	67482368	67483276	0.811828
chr15	67483276	67483979	0.35125
chr15	67483979	67484119	0.161276
chr15	67484119	67485156	0.161721
chr15	67485156	67485667	0.163063
chr15	67485667	67486590	0.163063
chr15	67486590	67486775	0.368662
chr15	67486775	67486847	0.736421
chr15	67486847	67487549	0.329703
chr15	67487549	67488064	0.185183
chr15	67488064	67490486	0.177157
chr15	67490486	67491274	0.183309
chr15	67491274	67492301	0.612354
chr15	67492301	67493586	0.187201
chr15	67493586	67493726	0.0178233
chr15	67493726	67494304	0.00674501
chr15	67494304	67494494	0.00165986
chr15	67494494	67494823	0.000937236
chr15	67494823	67498264	0.000937236
chr15	67498264	67500049	0.00093569
chr15	67500049	67500330	0.00093569
chr15	67500330	67501033	0.00093569
chr15	67501033	67502572	0.00093569
chr15	67502572	67503637	0.00093569
chr15	67503637	67505066	0.00093569
chr15	67505066	67505960	0.00093569
chr15	67505960	67506779	0.00093569
chr15	67506779	67507768	0.00093569
chr15	67507768	67510516	0.00093569
chr15	67510516	67514287	0.00093569
chr15	67514287	67516341	0.00093569
chr15	67516341	67516948	0.00093569
chr15	67516948	67518001	0.00093569
chr15	67518001	67519040	0.00093569
chr15	67519040	67520617	0.00093569
chr15	67520617	67522138	0.00093569
chr15	67522138	67524950	0.000939223
chr15	67524950	67528374	0.000971204
chr15	67528374	67530035	0.00119246
chr15	67530035	67530399	0.00119246
chr15	67530399	67532383	0.00217089
chr15	67532383	67533419	0.004237
chr15	67533419	67533544	0.00582658
chr15	67533544	67533640	0.00791335
chr15	67533640	67535191	0.0124161
chr15	67535191	67535440	0.0166002
chr15	67535440	67535996	0.0210889
chr15	67535996	67537210	0.0247691
chr15	67537210	67539917	0.0312919
chr15	67539917	67540087	0.0379293
chr15	67540087	67542349	0.0964015
chr15	67542349	67543722	0.0964015
chr15	67543722	67546321	0.884815
chr15	67546321	67546444	0.828039
chr15	67546444	67547301	0.0482675
chr15	67547301	67547752	0.00267835
chr15	67547752	67549800	0.00224513
chr15	67549800	67549850	0.00189939
chr15	67549850	67552064	0.00189939
chr15	67552064	67555037	0.00189939
chr15	67555037	67555958	0.00189939
chr15	67555958	67556625	0.00190178
chr15	67556625	67556740	0.00190178
chr15	67556740	67557119	0.00190178
chr15	67557119	67557266	0.00190277
chr15	67557266	67558010	0.00190277
chr15	67558010	67560701	0.00190277
chr15	67560701	67561355	0.00190277
chr15	67561355	67561502	0.00190173
chr15	67561502	67567568	0.00190173
chr15	67567568	67570751	0.00190546
chr15	67570751	67573741	0.0024189
chr15	67573741	67574440	0.0110393
chr15	67574440	67574688	0.033508
chr15	67574688	67574704	0.0621722
chr15	67574704	67575496	0.0621722
chr15	67575496	67575545	0.223368
chr15	67575545	67575892	0.121066
chr15	67575892	67580507	0.00884118
chr15	67580507	67581282	0.00306423
chr15	67581282	67581428	0.000553424
chr15	67581428	67582017	0.000553424
chr15	67582017	67582602	0.000553424
chr15	67582602	67585461	0.000553424
chr15	67585461	67587368	0.000553424
chr15	67587368	67589424	0.000553424
chr15	67589424	67589569	0.000553424
chr15	67589569	67591665	0.000553424
chr15	67591665	67592098	0.000553424
chr15	67592098	67592173	0.000553424
chr15	67592173	67593218	0.000553424
chr15	67593218	67593591	0.000553424
chr15	67593591	67596084	0.000554311
chr15	67596084	67596215	0.000554311
chr15	67596215	67596815	0.000554311
chr15	67596815	67598019	0.000554311
chr15	67598019	67599705	0.000554311
chr15	67599705	67600344	0.000554311
chr15	67600344	67600954	0.000554311
chr15	67600954	67601611	0.000554311
chr15	67601611	67602307	0.000554311
chr15	67602307	67603014	0.000554311
chr15	67603014	67604490	0.000554311
chr15	67604490	67605066	0.000554311
chr15	67605066	67605083	0.000554311
chr15	67605083	67605667	0.000573472
chr15	67605667	67607900	0.00064263
chr15	67607900	67608155	0.000722966
chr15	67608155	67608605	0.000743462
chr15	67608605	67609116	0.000763711
chr15	67609116	67610951	0.000784044
chr15	67610951	67611218	0.000812067
chr15	67611218	67611229	0.000831004
chr15	67611229	67611732	0.000852366
chr15	67611732	67612169	0.00086375
chr15	67612169	67613494	0.000909048
chr15	67613494	67614092	0.000942725
chr15	67614092	67614178	0.000954207
chr15	67614178	67615953	0.000981578
chr15	67615953	67617401	0.000995881
chr15	67617401	67620653	0.00101204
chr15	67620653	67623137	0.00101204
chr15	67623137	67629175	0.00104122
chr15	67629175	67630912	0.00104122
chr15	67630912	67633784	0.00104352
chr15	67633784	67634862	0.00104352
chr15	67634862	67638888	0.283287
chr15	67638888	67641345	0.0208379
chr15	67641345	67641554	0.00256144
chr15	67641554	67644023	0.00256144
chr15	67644023	67647218	0.00256144
chr15	67647218	67647328	0.00256518
chr15	67647328	67648655	0.00256518
chr15	67648655	67649438	0.00269794
chr15	67649438	67649919	0.0135119
chr15	67649919	67649978	0.0289623
chr15	67649978	67650095	0.0563675
chr15	67650095	67650155	0.0877327
chr15	67650155	67652976	0.401133
chr15	67652976	67653530	0.422614
chr15	67653530	67653764	0.422614
chr15	67653764	67654369	0.0685071
chr15	67654369	67658378	0.0685002
chr15	67658378	67660134	0.0689581
chr15	67660134	67661625	0.0731464
chr15	67661625	67661784	0.0788985
chr15	67661784	67663284	0.0712882
chr15	67663284	67668057	0.0716333
chr15	67668057	67673568	2.11098
chr15	67673568	67675547	2.82729
chr15	67675547	67679121	2.61867
chr15	67679121	67679689	2.23754
chr15	67679689	67680209	0.534917
chr15	67680209	67680505	0.290593
chr15	67680505	67680956	0.194395
chr15	67680956	67681907	0.171022
chr15	67681907	67681994	0.160649
chr15	67681994	67685175	0.161253
chr15	67685175	67687219	0.162398
chr15	67687219	67687397	0.163001
chr15	67687397	67688748	0.163002
chr15	67688748	67691449	0.163002
chr15	67691449	67691637	0.16305
chr15	67691637	67693547	0.16305
chr15	67693547	67694108	0.155359
chr15	67694108	67694766	0.138477
chr15	67694766	67694780	0.122871
chr15	67694780	67695117	0.109302
chr15	67695117	67696768	0.109302
chr15	67696768	67697023	0.102193
chr15	67697023	67697907	0.0968792
chr15	67697907	67701262	0.0965536
chr15	67701262	67701495	0.0963743
chr15	67701495	67702114	0.0961399
chr15	67702114	67702907	0.0959767
chr15	67702907	67707134	0.300709
chr15	67707134	67710520	1.00865
chr15	67710520	67712830	0.831921
chr15	67712830	67714056	0.826494
chr15	67714056	67714571	0.689122
chr15	67714571	67714663	0.374501
chr15	67714663	67714782	0.140355
chr15	67714782	67715273	0.125521
chr15	67715273	67715476	0.110762
chr15	67715476	67716497	0.0780369
chr15	67716497	67716572	0.0496253
chr15	67716572	67719693	0.0496253
chr15	67719693	67720855	0.0367081
chr15	67720855	67723227	0.0346278
chr15	67723227	67723265	0.0321745
chr15	67723265	67723614	0.0297018
chr15	67723614	67728400	0.0296726
chr15	67728400	67728813	0.0296582
chr15	67728813	67736927	0.0296871
chr15	67736927	67747971	0.0356167
chr15	67747971	67748196	0.0405221
chr15	67748196	67753692	0.0860427
chr15	67753692	67753967	0.0496136
chr15	67753967	67755922	0.0387033
chr15	67755922	67756572	0.035915
chr15	67756572	67756899	0.035915
chr15	67756899	67760478	0.0352448
chr15	67760478	67760808	0.0358143
chr15	67760808	67761862	0.033865
chr15	67761862	67762056	0.0327209
chr15	67762056	67762150	0.031603
chr15	67762150	67765060	0.0313532
chr15	67765060	67765450	0.0313532
chr15	67765450	67766038	0.0312383
chr15	67766038	67766364	0.0311407
chr15	67766364	67768151	0.0311252
chr15	67768151	67768242	0.0310793
chr15	67768242	67769907	0.0310793
chr15	67769907	67770306	0.0310418
chr15	67770306	67773203	0.03101
chr15	67773203	67774033	0.0309717
chr15	67774033	67775571	0.0307676
chr15	67775571	67777444	0.0306395
chr15	67777444	67779983	0.0306355
chr15	67779983	67780781	0.0304231
chr15	67780781	67783135	0.0303821
chr15	67783135	67784487	0.0303503
chr15	67784487	67785033	0.0303503
chr15	67785033	67785380	0.030354
chr15	67785380	67787064	0.0303502
chr15	67787064	67788104	0.0928394
chr15	67788104	67788269	0.936073
chr15	67788269	67789503	0.0327434
chr15	67789503	67794581	0.273501
chr15	67794581	67795445	0.395015
chr15	67795445	67799130	0.395015
chr15	67799130	67803542	0.409129
chr15	67803542	67804349	0.258033
chr15	67804349	67804458	0.103418
chr15	67804458	67805641	0.0547752
chr15	67805641	67806327	0.041956
chr15	67806327	67809368	0.0419285
chr15	67809368	67819115	0.0426673
chr15	67819115	67819649	0.0435188
chr15	67819649	67820581	0.0441989
chr15	67820581	67826504	0.172134
chr15	67826504	67832444	0.172127
chr15	67832444	67834556	0.0526356
chr15	67834556	67835370	0.37219
chr15	67835370	67836069	0.327768
chr15	67836069	67837009	0.32774
chr15	67837009	67837136	0.217505
chr15	67837136	67837408	0.14237
chr15	67837408	67837719	0.054894
chr15	67837719	67838319	0.00631887
chr15	67838319	67840097	0.00534486
chr15	67840097	67840512	0.00523612
chr15	67840512	67840773	0.00523049
chr15	67840773	67840909	0.00522682
chr15	67840909	67841934	0.00522682
chr15	67841934	67842526	0.00522682
chr15	67842526	67843033	0.00522682
chr15	67843033	67844422	0.00522682
chr15	67844422	67845090	0.00522682
chr15	67845090	67845680	0.00522682
chr15	67845680	67845930	0.00522682
chr15	67845930	67850213	0.00522625
chr15	67850213	67850990	0.00522625
chr15	67850990	67852405	0.00747356
chr15	67852405	67852645	0.0590189
chr15	67852645	67852747	0.800072
chr15	67852747	67853362	0.891131
chr15	67853362	67853815	0.145682
chr15	67853815	67854019	0.145682
chr15	67854019	67854241	0.0153472
chr15	67854241	67856743	0.0153472
chr15	67856743	67857542	0.00804591
chr15	67857542	67858116	0.00409456
chr15	67858116	67859601	0.00182386
chr15	67859601	67860568	0.00126285
chr15	67860568	67860587	0.00123935
chr15	67860587	67863112	0.00123723
chr15	67863112	67863235	0.00123723
chr15	67863235	67863863	0.00123723
chr15	67863863	67872718	0.0232164
chr15	67872718	67872983	0.0707145
chr15	67872983	67874045	0.094346
chr15	67874045	67875762	0.094346
chr15	67875762	67876277	0.103231
chr15	67876277	67877445	0.146573
chr15	67877445	67879670	0.00396463
chr15	67879670	67881929	0.00396357
chr15	67881929	67882031	0.00396357
chr15	67882031	67882123	0.00396357
chr15	67882123	67882657	0.00396357
chr15	67882657	67884118	0.00396357
chr15	67884118	67885837	0.00396288
chr15	67885837	67886351	0.00396288
chr15	67886351	67888035	0.00398792
chr15	67888035	67889924	0.0148001
chr15	67889924	67889974	0.0148001
chr15	67889974	67891301	0.015895
chr15	67891301	67892766	0.0103632
chr15	67892766	67892792	0.00529102
chr15	67892792	67894173	1.1179
chr15	67894173	67894777	0.0027951
chr15	67894777	67895571	0.00720543
chr15	67895571	67896347	0.00719043
chr15	67896347	67897287	0.00719033
chr15	67897287	67898778	4.45182
chr15	67898778	67899020	0.00498845
chr15	67899020	67900468	0.00487652
chr15	67900468	67900883	0.004872
chr15	67900883	67901532	0.00487107
chr15	67901532	67902764	0.00487107
chr15	67902764	67904247	0.00487107
chr15	67904247	67904386	0.00487107
chr15	67904386	67904596	0.00487107
chr15	67904596	67905565	0.00487107
chr15	67905565	67905906	0.00487107
chr15	67905906	67906954	0.0048647
chr15	67906954	67907110	0.0048647
chr15	67907110	67907989	0.0048647
chr15	67907989	67908819	0.0048647
chr15	67908819	67908940	0.0048647
chr15	67908940	67909279	0.0048647
chr15	67909279	67909473	0.0048647
chr15	67909473	67909865	0.00488369
chr15	67909865	67910384	0.00492453
chr15	67910384	67910688	0.00500692
chr15	67910688	67910916	0.00516278
chr15	67910916	67912279	0.539711
chr15	67912279	67912977	0.812696
chr15	67912977	67913416	0.0248039
chr15	67913416	67913574	0.0183872
chr15	67913574	67914598	0.0183872
chr15	67914598	67914752	0.0185287
chr15	67914752	67914775	0.0185335
chr15	67914775	67917846	0.416653
chr15	67917846	67919822	0.557862
chr15	67919822	67920465	1.27244
chr15	67920465	67920531	1.26811
chr15	67920531	67921817	0.379115
